c,n,g,AP,APB-SUMATE,FP,LIBRE,LYP-ADN,MAS-IPSP,PDC,UNIDAD,n,b,v,c_replaced
2234.3026,Col. Normandia Josefina Balsamo,PDC,147,117,31,479,22,38,529,405,488,30,1768,2234.3026
2234.3027,Col. Cupesi Terrado,UNIDAD,289,244,80,1090,45,71,1062,1093,810,52,3974,2234.3027
2234.3028,Colegio Cupeso De Los Reyes,PDC,284,159,62,771,41,46,884,677,602,57,2924,2234.3028
2234.32024,U.E. Hermann Gmeiner,LIBRE,62,65,10,598,9,26,266,477,177,15,1513,2234.32024
2234.32027,U.E. Normandia Thevenet,LIBRE,123,100,30,537,25,34,446,408,340,27,1703,2234.32027
2234.32032,U.E. Santa Ana  (Módulo Educativo),LIBRE,56,72,7,661,6,15,176,422,115,13,1415,2234.32032
2234.32035,1ro. De Agosto,LIBRE,60,68,18,407,8,18,261,354,149,12,1194,2234.32035
2234.32040,U.E. Copacabana (Módulo Educativo),PDC,52,41,14,154,10,24,201,167,132,16,663,2234.32040
2234.32192,U.E. Ferroviario,LIBRE,1,4,0,82,1,3,8,43,2,0,142,2234.32192
2234.32269,Nueva América A,LIBRE,19,47,14,380,2,11,126,219,38,6,818,2234.32269
2234.4000,Col. Fe y Alegria La Merced,LIBRE,93,104,23,1933,16,52,270,892,217,16,3383,2234.4000
2234.4002,Col. Villa Rosario,LIBRE,116,93,23,782,26,45,414,487,298,25,1986,2234.4002
2234.4003,Col. UV. La Madre,LIBRE,107,138,26,2594,17,49,401,1168,199,15,4500,2234.4003
2234.4004,Col. Sociedad De Ingenieros,LIBRE,37,56,17,1392,15,18,106,556,97,20,2197,2234.4004
2234.4005,Col.  Placido Molilna,LIBRE,83,60,25,729,16,26,425,436,265,22,1800,2234.4005
2234.4006,Col. American School Coop.,LIBRE,13,19,10,1590,3,17,63,620,36,8,2335,2234.4006
2234.4007,Col. Henrry Prince,LIBRE,53,49,4,852,11,24,140,459,74,14,1592,2234.4007
2234.4009,U.E. Virgen de Fatima,LIBRE,97,142,66,1774,23,60,431,1182,210,20,3775,2234.4009
2234.4010,U.E. Villa Warnes A.,LIBRE,170,253,67,1986,31,77,772,1356,451,31,4712,2234.4010
2234.4011,Col. Victor Paz Estensoro,LIBRE,170,189,41,1810,19,86,753,1069,443,31,4137,2234.4011
2234.4012,Col. Jose Malky Jesus Maria,LIBRE,142,193,48,2659,20,89,471,1233,278,20,4855,2234.4012
2234.4013,U.E. Julia Ribera Aguilera,LIBRE,29,44,11,1010,3,13,55,346,77,6,1511,2234.4013
2234.4014,Col. Jhon Kennedy,LIBRE,117,203,59,2919,22,62,497,1295,273,16,5174,2234.4014
2234.4015,Col. Complejo Educativo Japon,LIBRE,151,215,49,1820,38,78,613,1039,369,36,4003,2234.4015
2234.4016,Col. Alfa y Omega,LIBRE,46,57,13,810,12,18,151,366,80,3,1473,2234.4016
2234.4017,Col. Julio A. Gutierrez,LIBRE,23,39,11,769,1,16,119,305,79,5,1283,2234.4017
2234.4018,Col. Club De Leones Nro.6,LIBRE,23,17,4,321,4,9,88,158,46,5,624,2234.4018
2234.4019,Col. Unidad Educativa Lorenzo Caballero,LIBRE,29,38,13,737,3,19,132,325,85,7,1296,2234.4019
2234.4020,Col. Antonio Vicente Seoane,LIBRE,34,78,14,998,6,23,155,549,108,5,1857,2234.4020
2234.4021,Col. Cardenal Cushing Jesus Maria,LIBRE,38,46,17,868,14,18,105,319,78,6,1425,2234.4021
2234.4022,Col. Esc. Coronel Ignacio Warnes,LIBRE,12,22,2,291,1,4,32,102,29,0,466,2234.4022
2234.4023,Col. Arz. Daniel Rivero,LIBRE,1,5,1,71,0,1,15,49,4,3,143,2234.4023
2234.5,Col. Esc. Unzaga De La Vega,LIBRE,306,345,72,2305,47,113,1268,1924,722,80,6380,2234.5
2234.5000,Unidad Educativa Pompeya Santisimo Redentor,LIBRE,49,68,24,491,6,13,261,384,224,17,1296,2234.5000
2234.5001,Colegio Josefina Balsamo( Los Tusequis),LIBRE,49,90,25,1677,9,35,197,898,164,7,2980,2234.5001
2234.5002,Esc. German Busch,LIBRE,46,74,14,1659,10,20,163,910,90,8,2896,2234.5002
2234.5003,Col. Escuela 2 De Agosto,LIBRE,29,19,4,783,7,6,77,342,60,10,1267,2234.5003
2234.5004,Col. Ovidio Santistevan,LIBRE,72,167,28,2141,12,33,250,1254,247,13,3957,2234.5004
2234.5005,Col. Villa Bolivia,LIBRE,65,147,29,2000,12,38,268,1153,226,19,3712,2234.5005
2234.5006,U.E.  Kinder Virgen de Cotoca II,LIBRE,34,65,10,1279,8,16,114,573,73,11,2099,2234.5006
2234.5007,Col. Virgen De Cotoca,LIBRE,16,31,4,706,7,12,76,354,54,40,1206,2234.5007
2234.5008,Naciones Unidas,LIBRE,63,98,20,1255,10,22,177,882,169,16,2527,2234.5008
2234.5009,Col. 7 de Septiembre,LIBRE,44,47,15,1145,15,12,119,556,74,9,1953,2234.5009
2234.5010,Esc. Jose Mariano Serrano,LIBRE,36,42,7,1556,5,19,80,662,53,5,2407,2234.5010
2234.5011,Esc. Real America (Esc. F. Florida),LIBRE,33,81,7,1009,14,15,173,592,124,15,1924,2234.5011
2234.5013,Col. San Martin Norte,LIBRE,166,200,68,2256,17,50,574,1408,407,35,4739,2234.5013
2234.5014,Esc. Claracuta,LIBRE,58,65,15,1602,6,26,211,814,156,17,2797,2234.5014
2234.5015,U. E. Escuela Ñuflo De Chavez,LIBRE,36,47,12,1409,8,17,125,601,79,9,2255,2234.5015
2234.5016,Col. Adventista Santa Cruz,LIBRE,41,70,13,2507,15,27,136,1035,180,15,3844,2234.5016
2234.5017,Col. Nueva Esperanza,LIBRE,46,42,23,1066,10,25,150,502,81,9,1864,2234.5017
2234.5018,Escuela Km 9,LIBRE,118,130,28,2016,15,46,261,972,181,21,3586,2234.5018
2234.5019,Col. Luz Y Saber II,LIBRE,61,103,36,1848,16,31,308,1097,242,15,3500,2234.5019
2234.5020,Col. U.E. La Resureccion   Esc. Convif,LIBRE,0,1,0,32,0,0,0,15,0,1,48,2234.5020
2234.5022,Escuela San Joaquin,LIBRE,119,141,34,1014,22,34,343,864,254,24,2571,2234.5022
2234.5023,Escuela 23 de Marzo,LIBRE,128,200,43,2225,25,80,492,1652,389,42,4845,2234.5023
2234.5024,Escuela Primavera,LIBRE,34,50,22,960,11,11,158,580,102,14,1826,2234.5024
2234.5027,Esc. Los Sauces I,LIBRE,62,92,34,1213,16,26,199,842,137,13,2484,2234.5027
2234.5028,Col. Juan La Borde Morel,LIBRE,51,91,21,1507,7,21,199,761,117,5,2658,2234.5028
2234.5029,Col. Arturo Medeiros,LIBRE,65,82,20,1493,11,15,213,916,149,17,2815,2234.5029
2234.6,Col. Polifuncional Calama,LIBRE,182,213,40,1022,27,62,878,892,556,51,3316,2234.6
2234.6000,Col. Sor Maria Cristina Perez,LIBRE,90,179,30,4483,21,47,372,2151,273,31,7373,2234.6000
2234.6001,U. E. Carlos La Torre,LIBRE,78,163,28,1620,12,29,441,1289,223,19,3660,2234.6001
2234.6002,Col. Pampa De La Isla,LIBRE,76,92,24,888,15,16,295,593,155,9,1999,2234.6002
2234.6003,Colegio San Felipe,LIBRE,282,345,77,2019,46,105,1117,1731,616,57,5722,2234.6003
2234.6004,Col.  Pedro Añez,LIBRE,165,264,50,1819,19,32,676,1401,476,31,4426,2234.6004
2234.6005,U.E. 23 de Diciembre J. Carlos Truji,LIBRE,95,127,42,1246,15,36,314,949,257,20,2824,2234.6005
2234.6006,U.E. Elvira Parada A,LIBRE,87,127,37,974,16,39,291,648,190,12,2219,2234.6006
2234.6008,Col. Educativo Cotoca,LIBRE,178,227,43,1376,23,51,796,1105,487,37,3799,2234.6008
2234.6010,Col. Unidad Educativa España,LIBRE,110,167,33,1120,23,38,433,831,285,28,2755,2234.6010
2234.6015,Col. Esc. Gral. Ismael Montes Gamboa,LIBRE,268,267,69,1488,27,73,924,1338,707,61,4454,2234.6015
2234.6016,Colegio  23 de Abril,LIBRE,70,81,29,1208,14,30,307,581,191,19,2320,2234.6016
2234.6020,U.E. El Dorado Norte,LIBRE,418,398,87,2049,62,124,1389,1976,1070,74,6503,2234.6020
2234.6021,Esc. Mamerto Cuellar Costa,LIBRE,46,103,26,1958,12,31,178,991,130,20,3345,2234.6021
2234.6022,Escuela 1ro. de Mayo,LIBRE,37,77,18,949,6,19,148,518,105,12,1772,2234.6022
2234.7000,Col. Educativo San Isidro,LIBRE,203,281,51,2091,35,113,889,1542,495,64,5205,2234.7000
2234.7001,U.E. Santa Cruz De La Sierra Fe Y Alegria,LIBRE,148,170,48,1798,26,57,669,1568,379,26,4484,2234.7001
2234.7003,Col. Felix Bascope,LIBRE,67,138,40,2086,16,53,318,1060,165,30,3778,2234.7003
2234.7004,Col. 30 de Marzo,LIBRE,89,120,31,1942,19,48,286,1070,166,17,3605,2234.7004
2234.7005,Col. Heroes Del Chaco,LIBRE,102,208,53,2211,25,52,465,1411,353,26,4527,2234.7005
2234.7006,Col. San Silvestre,LIBRE,246,265,75,1460,48,97,1275,1278,690,56,4744,2234.7006
2234.7007,Col. Angela Pinckert,LIBRE,254,333,102,1900,34,107,1263,1614,677,43,5607,2234.7007
2234.7008,U.E. 27 de mayo,LIBRE,103,146,28,942,28,48,459,664,238,21,2418,2234.7008
2234.7009,Col. Gilberto Menacho,LIBRE,141,246,47,1101,21,28,596,981,392,42,3161,2234.7009
2234.7010,U.E.  Kinder 27 de Mayo,LIBRE,123,169,32,857,22,53,569,734,248,29,2559,2234.7010
2234.7011,Col. Bertha Cuellar,LIBRE,130,221,46,2246,41,72,665,1298,415,32,4719,2234.7011
2234.7012,Col. Pampa De La Cruz,LIBRE,43,87,40,1051,12,28,338,846,186,19,2445,2234.7012
2234.7013,Col. 18 de Marzo,LIBRE,164,285,66,2395,33,106,888,1699,474,42,5636,2234.7013
2234.7014,Col. Fausto Medrano,LIBRE,109,130,31,1025,13,44,492,732,248,31,2576,2234.7014
2234.7015,Col. Batallon Tren,LIBRE,51,69,13,639,7,19,206,517,108,15,1521,2234.7015
2234.7017,Col. Nimia Centella,UNIDAD,116,142,40,1156,21,45,511,1204,365,31,3235,2234.7017
2234.7018,Col. Guapilo Junin,LIBRE,122,190,35,1405,25,50,595,1158,287,25,3580,2234.7018
2234.7019,Col. Madre Clara Ricci (Jesus Roman Vaca,LIBRE,83,91,26,947,18,32,312,616,165,18,2125,2234.7019
2234.7020,Col. Humberto Eguez,LIBRE,130,177,45,1255,39,52,673,1181,353,29,3552,2234.7020
2234.7021,Col. Alan Farah,LIBRE,118,144,37,1180,19,42,459,888,261,24,2887,2234.7021
2234.7022,U.E. Nuevo Horizonte,UNIDAD,206,227,48,1091,31,48,841,1140,491,42,3632,2234.7022
2234.7023,Col. Central Obrera Departamental,LIBRE,286,287,74,1622,38,81,985,1369,652,52,4742,2234.7023
2234.7024,U. E. El Retoño,UNIDAD,161,218,42,1098,26,46,548,1302,410,26,3441,2234.7024
2234.7025,U.E. Alfredo Barbery Chavez A,LIBRE,224,300,54,2335,48,103,1081,1673,653,65,5818,2234.7025
2234.7027,U.E. 26 De Septiembre,LIBRE,382,421,95,1717,67,76,1304,1475,907,92,5537,2234.7027
2234.8,Col. Mateo Kuljis Secundario,LIBRE,207,228,52,1640,37,68,1013,1263,534,43,4508,2234.8
2234.8000,U.E. Delcy Martinez,LIBRE,70,56,13,458,11,19,273,382,190,11,1282,2234.8000
2234.8001,Col. Esc. Roca Coronado,LIBRE,117,124,33,555,13,28,457,422,329,48,1749,2234.8001
2234.8002,Colegio Martin Sapp,LIBRE,102,93,27,715,10,21,306,490,164,14,1764,2234.8002
2234.8003,Col. Rodolfo Joem,LIBRE,149,150,30,1198,29,50,571,850,300,28,3027,2234.8003
2234.8004,Col. Cañada Pailitas,LIBRE,63,104,32,1018,14,28,346,775,200,17,2380,2234.8004
2234.8005,Col. Buenas Nuevas,LIBRE,282,378,74,2264,43,94,1246,1674,714,68,6055,2234.8005
2234.8006,Col. 12 de Diciembre,LIBRE,282,347,129,2069,53,110,1177,1817,686,77,5984,2234.8006
2234.8007,U.E. 25 de Diciembre,LIBRE,70,138,16,816,10,21,271,684,186,21,2026,2234.8007
2234.8008,Colegio Simon Bolivar,LIBRE,299,309,77,1255,47,121,1047,1002,606,42,4157,2234.8008
2234.8009,Col. M. Nelly Vda. De Bertero,UNIDAD,97,110,27,484,19,42,432,502,219,36,1713,2234.8009
2234.8010,Colegio Villa Gladys Theveneth,PDC,284,271,72,1054,48,76,1211,1011,770,69,4027,2234.8010
2234.8011,Col. Fe y Alegria Nueva America,LIBRE,300,269,85,1297,26,91,1000,1273,688,66,4341,2234.8011
2234.8012,Col. Maria Teresa Pulido,LIBRE,280,302,78,1349,45,82,930,1146,604,53,4212,2234.8012
2234.8015,Col. Centro Interno Bol. Aleman,PDC,267,288,72,1068,35,128,1071,1002,868,67,3931,2234.8015
2234.8016,Col. Esc. Virgen De Urkupina,PDC,467,336,105,1221,84,135,1810,1108,1353,96,5266,2234.8016
2234.8017,Col. Primavera,LIBRE,337,311,94,1318,48,94,1265,1157,1003,71,4624,2234.8017
2234.8018,Col. Rafael Bustillos,LIBRE,168,178,57,950,27,70,693,748,430,38,2891,2234.8018
2234.8020,Col. Esc. Inocencio Roman,PDC,77,82,45,158,9,21,262,164,248,25,818,2234.8020
2234.8023,Col. Castilla La Mancha,LIBRE,370,413,114,2030,62,125,1264,1620,971,74,5998,2234.8023
2234.8024,Col. Luis Barranco Alvarez,PDC,99,80,43,361,12,31,460,365,365,21,1451,2234.8024
2234.8026,Col. El Buen Samaritano,LIBRE,182,228,62,1210,41,64,856,1046,572,45,3689,2234.8026
2234.9,Col. Esc. Tierras Nuevas El Carmen,LIBRE,312,339,86,1550,45,89,1458,1423,953,112,5302,2234.9
2234.9000,Col. San Pablo,LIBRE,18,38,11,535,8,13,59,187,25,4,869,2234.9000
2234.9001,Cárcel Pública,UNIDAD,204,139,20,203,16,76,110,429,238,52,1197,2234.9001
2234.9003,Col. Esc. Naun Fernandez,LIBRE,98,94,24,1319,16,56,376,762,254,14,2745,2234.9003
2234.9004,Colegio San Jorge,PDC,114,140,46,538,23,51,598,545,360,26,2055,2234.9004
2234.9006,UE. El Paraíso,LIBRE,156,207,59,1695,34,52,668,1237,431,41,4108,2234.9006
2234.9007,Col. Centro Educativo Caritas,LIBRE,122,151,47,2904,17,85,456,1470,237,27,5252,2234.9007
2234.9008,Colegio Domingo Savio   Don Bosco,LIBRE,222,244,68,1921,33,63,873,1530,544,51,4954,2234.9008
2234.9009,Col. Hernando Siles,LIBRE,443,468,181,2265,55,149,2165,1916,1260,122,7642,2234.9009
2234.9010,Col. Esc. Peregrina Davalos,PDC,264,169,70,755,29,53,951,716,490,47,3007,2234.9010
2235.11000,Escuela Colegio Manuel Angel Cortez,UNIDAD,154,153,38,962,19,33,492,1531,454,42,3382,2235.11000
2235.11001,Escuela Colegio Lorenzo Cortez Rivera,UNIDAD,144,179,55,1263,26,42,485,2223,455,40,4417,2235.11001
2235.11027,Escuela Col. San Marcos,UNIDAD,250,270,86,1293,22,58,753,2032,691,103,4764,2235.11027
2235.11042,Colegio Nal. Benemeritos de La Patria,UNIDAD,156,199,37,1542,47,37,652,2246,441,62,4916,2235.11042
2235.25053,Escuela Callejas,LIBRE,44,46,8,591,11,13,160,586,100,17,1459,2235.25053
2235.25420,U.E. San Antonio,UNIDAD,29,56,20,292,6,6,193,523,138,16,1125,2235.25420
2235.25471,U.E. Patuju,LIBRE,49,49,5,556,6,24,152,517,123,7,1358,2235.25471
2235.32188,Guardería Municipal Divino Niño Jesús,UNIDAD,4,0,0,14,0,1,4,27,4,1,50,2235.32188
2235.32190,Coliseo Municipal de Cotoca,UNIDAD,11,10,3,88,3,13,59,130,34,1,317,2235.32190
2236.5002,Escuela Rep. de Mexico,PDC,221,55,58,197,25,48,669,225,862,96,1498,2236.5002
2237.11003,U.E. Don Lorenzo,UNIDAD,77,59,10,393,10,9,166,458,202,28,1182,2237.11003
2238.1,Escuela Seccional Zafranilla,UNIDAD,18,38,2,171,3,2,27,189,40,10,450,2238.1
2239.1,Escuela Seccional Guapilo,LIBRE,120,170,26,1376,11,55,393,1012,265,17,3163,2239.1
224.25753,U.E. Ilave,PDC,60,7,23,16,5,15,143,6,157,63,275,224.25753
2240.1,Escuela Adolfo Roman Hijo,LIBRE,97,75,27,484,8,29,182,480,177,25,1382,2240.1
2240.26396,U.E. Adolfo Roman Hijo B,LIBRE,32,13,4,112,3,4,40,111,50,5,319,2240.26396
2242.1,Esc. Gabriel Jose Moreno,LIBRE,51,105,34,933,11,15,204,684,133,29,2037,2242.1
2243.1,Esc. Hugo Banzer Suarez,LIBRE,162,145,46,796,24,37,793,615,514,33,2618,2243.1
2243.2,Esc. Zenovia Aponte,PDC,213,231,67,969,34,89,1155,962,741,66,3720,2243.2
2243.3,Esc. Solidaridad 55,PDC,456,398,154,1667,76,141,1848,1586,1207,100,6326,2243.3
2245.1,U.E. Villa Flor (Módulo),PDC,132,146,74,487,31,35,601,564,462,44,2070,2245.1
2246.1004,Escuela Demetrio Añez,UNIDAD,152,43,46,489,15,29,290,822,508,43,1886,2246.1004
2246.26397,U.E. Andrés Ibañez,UNIDAD,24,7,3,47,2,0,59,87,91,11,229,2246.26397
2247.1,Esc. Fray Santiago De Rivero,UNIDAD,130,112,64,889,12,24,244,1179,183,36,2654,2247.1
2247.26398,U.E. Virgilio  Jordán Portales,UNIDAD,23,27,6,245,0,7,57,262,32,3,627,2247.26398
2248.1006,Esc. Jose Parada Laguindey,LIBRE,29,25,3,275,2,3,63,183,103,15,583,2248.1006
2249.1007,Escuela Central Aniceto Parada Roca,LIBRE,3,7,3,211,5,4,16,180,27,7,429,2249.1007
225.2354,Esc. Seccional Cancanani,PDC,6,0,5,1,0,3,20,2,13,7,37,225.2354
2250.11008,Esc. Tomas Jose Morales,UNIDAD,90,66,13,485,16,41,235,549,269,30,1495,2250.11008
2250.11025,Esc. Jose Vicente Soliz Y Ramos,UNIDAD,193,137,38,975,31,117,539,980,480,57,3010,2250.11025
2250.11026,U.E. Nataniel Garcia Chavez,LIBRE,36,30,7,258,7,31,157,252,100,15,778,2250.11026
2250.25414,U.E. Nacional La Guardia,LIBRE,123,75,25,681,20,69,473,649,341,26,2115,2250.25414
2250.25673,U.E. Rvdo. Padre David Machachlan,UNIDAD,22,18,6,90,2,7,78,93,54,6,316,2250.25673
2250.32043,Coliseo de la Guardia,LIBRE,56,47,19,542,16,32,227,522,181,27,1461,2250.32043
2251.11016,U.E. Viila Arrien Peji,UNIDAD,26,12,6,130,8,7,38,147,42,15,374,2251.11016
2252.11017,Esc. Central Basilio,PDC,102,115,32,388,17,61,560,308,374,68,1583,2252.11017
2253.11018,Escuela Jose Gil Soruco,UNIDAD,78,80,13,400,16,24,195,456,110,32,1262,2253.11018
2254.11024,Esc. Nataniel Verdugez,UNIDAD,297,259,67,1467,47,95,1015,1491,842,63,4738,2254.11024
2254.11025,U.E.  23 de Diciembre,LIBRE,203,214,58,1429,30,57,1046,1157,743,52,4194,2254.11025
2254.11026,Cambao,LIBRE,134,116,39,849,30,57,748,635,461,34,2608,2254.11026
2254.11027,Madre Teresa De Calcuta,PDC,163,127,21,617,18,53,766,531,445,42,2296,2254.11027
2254.25407,U.E. Ayacucho,PDC,53,41,13,212,9,13,220,156,102,16,717,2254.25407
2254.25408,U.E. Cordecruz,LIBRE,153,159,23,1479,42,63,765,1090,424,37,3774,2254.25408
2254.25409,U.E. Jose Mariano Serrano,LIBRE,197,132,35,928,33,49,923,747,614,43,3044,2254.25409
2254.25410,U.E. Tomas Morales Padilla,PDC,307,203,42,779,37,87,1112,703,775,61,3270,2254.25410
2254.25674,U.E. Hna. Maria del Pilar Mateo,LIBRE,28,18,5,234,2,7,111,191,50,4,596,2254.25674
2254.25675,U.E.  Juan Pablo II EPDB,LIBRE,54,63,11,402,16,27,202,373,121,13,1148,2254.25675
2254.26350,U. E. Paraiso I,PDC,35,13,10,89,10,18,143,85,97,4,403,2254.26350
2254.26351,U. E. Metropolitana II,PDC,99,59,19,256,3,9,474,233,420,23,1152,2254.26351
2254.26395,U.E. Oscar Adriasola Valda,PDC,21,19,5,101,5,5,129,78,72,7,363,2254.26395
2254.32201,U.E. Las Gamas,PDC,37,22,4,132,4,8,191,98,120,10,496,2254.32201
2254.32202,U.E. Rotary Club Maminco,LIBRE,6,11,1,110,1,5,26,64,15,1,224,2254.32202
2255.11020,Escuela Nueva Esperanza,LIBRE,148,126,16,1252,38,61,508,854,278,33,3003,2255.11020
2255.11041,Esc. Juana Azurduy De Padilla,LIBRE,102,83,20,853,13,50,365,604,330,17,2090,2255.11041
2255.11043,U.E. Integracion de las Americas,PDC,144,53,28,215,15,31,496,176,627,40,1158,2255.11043
2255.11044,U.E. Barrio Lindo,PDC,164,142,30,655,33,59,740,638,564,46,2461,2255.11044
2255.11045,U.E. Angel Foianini Banzer II,LIBRE,61,46,10,465,9,24,295,332,158,20,1242,2255.11045
2255.25411,U.E. Hernando Zanabria,PDC,90,55,5,262,27,27,407,270,280,21,1143,2255.25411
2255.25412,U.E. Luz De Esperanza,LIBRE,19,30,4,261,3,14,91,226,49,3,648,2255.25412
2255.25413,U.E. Bicentenario Arco Iris,LIBRE,69,48,6,491,9,18,221,373,137,9,1235,2255.25413
2255.26394,Módulo Maestro Pitágoras II,PDC,95,57,9,375,22,24,439,291,255,13,1312,2255.26394
2256.11021,Esc. Ruben Dario Soliz,PDC,140,109,45,554,22,59,638,450,439,79,2017,2256.11021
2256.25415,U.E. Quebrada Seca,LIBRE,5,27,2,93,4,10,46,74,31,5,261,2256.25415
2257.1036,Esc. Naciones Unidas,PDC,222,157,70,866,47,75,1494,643,1093,130,3574,2257.1036
2257.11022,Esc. Elena Vaca Antelo,PDC,172,182,58,1020,32,79,1391,742,842,115,3676,2257.11022
2257.11023,U.E. Bicentenario,PDC,104,90,22,492,23,39,760,291,449,57,1821,2257.11023
2257.25405,U.E. Lic. Zachary Macy,PDC,44,45,11,210,11,15,393,148,219,16,877,2257.25405
2257.26433,U.E. Lic. Zachary Macy Secundaria,PDC,48,48,26,271,16,23,390,161,296,39,983,2257.26433
2258.1009,U.E. Virgen Maria Fe y Alegria,PDC,37,28,11,84,8,12,119,94,79,24,393,2258.1009
2259.11010,Escuela Puerto Rico,PDC,145,93,63,464,29,54,1125,419,759,100,2392,2259.11010
2259.25532,U.E. Mi Buen Jesús,PDC,22,9,6,26,6,4,126,29,81,12,228,2259.25532
2259.26393,U.E. Santa Cruz,PDC,13,10,1,49,1,6,123,31,59,7,234,2259.26393
226.2331,Colegio Nacional Mixto Chiñaya,PDC,38,12,10,8,8,11,132,7,180,45,226,226.2331
2260.1011,Esc. Seccional Santa Rita,PDC,113,87,31,433,14,40,624,357,424,57,1699,2260.1011
2261.1012,Escuela Andres Ibañez,PDC,125,95,37,454,32,35,722,324,595,93,1824,2261.1012
2262.11013,Esc.  29 de Junio,PDC,111,133,47,574,38,72,708,544,475,97,2227,2262.11013
2263.103,Nucleo Central Taruma,PDC,31,45,15,130,11,10,258,147,130,27,647,2263.103
2263.11014,Esc. Nucleo San Luis,PDC,61,77,25,268,16,19,334,277,243,49,1077,2263.11014
2264.11015,Esc. Alberto Ribera Tapia,PDC,46,36,24,192,8,24,280,197,257,55,807,2264.11015
2265.25000,U.E. Ignacio Warnes,UNIDAD,306,297,63,1623,59,115,1216,2552,958,91,6231,2265.25000
2265.25002,Esc. Col. Constantino Cuellar,UNIDAD,134,174,22,1036,25,70,589,1622,492,71,3672,2265.25002
2265.25003,Esc. El Jipa,UNIDAD,114,102,15,381,25,42,477,605,417,51,1761,2265.25003
2265.25004,U.E. Elvira Castedo Vda. de Jordán,UNIDAD,43,53,9,253,7,17,186,325,144,15,893,2265.25004
2265.25467,U.E. Antonio Anzuati,PDC,92,65,18,184,23,34,351,253,306,19,1020,2265.25467
2265.25468,U.E. Paititi,PDC,104,71,23,262,14,24,303,271,247,20,1072,2265.25468
2265.25469,U.E. Guajojó,UNIDAD,66,91,20,294,11,33,282,392,250,30,1189,2265.25469
2265.25676,U.E. Emilio Finot,UNIDAD,56,65,18,550,14,40,355,706,201,20,1804,2265.25676
2265.26378,U.E. Melchor Pinto Parada,PDC,44,25,7,108,3,16,182,110,97,13,495,2265.26378
2265.5001,Esc. Colegio Julia Said,UNIDAD,287,222,62,928,30,127,1083,1591,901,88,4330,2265.5001
2266.25003,Esc. Valle Sanchez,LIBRE,59,98,8,1152,19,27,206,804,169,15,2373,2266.25003
2266.25004,Esc. Terracor,LIBRE,130,148,21,1362,23,60,431,1011,350,27,3186,2266.25004
2266.25466,U.E. Akualand,LIBRE,38,62,12,806,15,26,132,547,91,5,1638,2266.25466
2266.32049,U.E. Valle Sanchez (Módulo Educativo),LIBRE,33,71,10,868,12,22,147,586,96,4,1749,2266.32049
2267.5004,U.E. Naranjal Don Bosco,UNIDAD,39,67,10,230,8,23,142,372,181,33,891,2267.5004
2268.5005,Esc. Mariano Vaca Montero,UNIDAD,52,69,18,275,9,16,169,362,255,37,970,2268.5005
2269.25006,Esc. Angelmira Monte  de Dalence,UNIDAD,22,21,8,95,3,8,69,330,35,32,556,2269.25006
227.2358,Colegio Nacional Sallacucho,PDC,24,2,5,3,3,5,54,0,192,38,96,227.2358
2270.5007,Esc. Seccional La Marina,UNIDAD,68,42,8,77,5,15,45,171,80,40,431,2270.5007
2271.25008,Esc. Seccional Azuzaqui,UNIDAD,9,39,5,87,1,24,44,216,21,34,425,2271.25008
2272.5022,Esc. Las Barreras,UNIDAD,82,170,22,383,15,60,336,761,356,36,1829,2272.5022
2273.5009,Esc. Turobito,LIBRE,19,20,2,151,3,8,34,143,45,24,380,2273.5009
2274.5010,Esc. Nucleo Central Clara Chuchio,LIBRE,44,58,8,350,8,17,168,305,94,21,958,2274.5010
2275.5011,Esc. Adrian Justiniano Roca,UNIDAD,25,30,9,129,4,13,99,311,57,27,620,2275.5011
2276.25012,Esc. Unid. Edu.   Motacu,UNIDAD,15,30,6,74,2,9,44,132,44,6,312,2276.25012
2277.5013,U.E. John Fitzgerold Kennedy,UNIDAD,18,31,3,91,3,7,59,148,37,8,360,2277.5013
2278.5014,Esc. Unid. Edu. El Tajibo,UNIDAD,45,57,16,176,9,26,163,315,104,35,807,2278.5014
2279.5015,Esc.  Unid. Edu. Felix Paz Vieira,UNIDAD,15,15,4,74,5,18,44,125,55,16,300,2279.5015
2280.6416,Esc. Unidad Educativa Nueva Esperanza,PDC,9,11,3,25,3,6,77,25,68,9,159,2280.6416
2281.5018,Esc. Unid. Edu. Seccional Puerto Nuevo,UNIDAD,14,20,6,82,3,3,31,172,19,10,331,2281.5018
2282.5017,Esc. Unid. Edu.  La Reforma,LIBRE,74,70,13,181,5,40,161,173,96,28,717,2282.5017
2283.25019,Escuela Unid. Edu.Nuevo Horizonte,UNIDAD,37,59,19,324,5,14,89,361,126,24,908,2283.25019
2284.25020,Escuela Colegio Evangelico Metodista,UNIDAD,77,106,25,607,12,17,290,614,269,41,1748,2284.25020
2284.32042,U.E. Nueva Andalucía,UNIDAD,58,100,13,474,5,16,236,592,178,36,1494,2284.32042
2284.32096,U. E. Modelo Okinawa,UNIDAD,7,14,2,42,1,3,37,58,14,6,164,2284.32096
2285.5021,Esc. Unid. Edu.  Juan Latino,UNIDAD,19,43,2,107,3,22,109,268,57,9,573,2285.5021
2286.24002,Esc. Lic. Senoritas Monsenor Daniel Rive,UNIDAD,93,411,43,2245,37,63,424,2332,503,95,5648,2286.24002
2286.24020,U.E. Don Bosco Miguel Areje,UNIDAD,132,300,28,1222,25,47,587,1406,464,71,3747,2286.24020
